district,iec_district_id,iec_prov_id,map_accuracy,pc_code,pc_location,pc_name,province,ps_female,ps_male,ps_total,verification,lon,lat
Marja,14,30,قریه,3014072,Block 25,Marja High School,Helmand,1,3,4,Village,64.122321,31.537030
Marja,14,30,قریه,3014088,Sheen Ghazak,Sheen Ghazak Buliding (Kochi Center),Helmand,1,1,2,Village,64.055083,31.292807
Qala-E-Now,01,31,تعمیر,3101010,Kandalan Sar Cheshma Village,Kandalan Village School,Badghis,2,2,4,Building,63.126601,34.931615
Ab Kamari,02,31,تعمیر,3102041,Gulkhana,Gulkhana Village Mosque,Badghis,1,1,2,Building,62.982143,34.817122
Muqur,03,31,تعمیر,3103026,Andari,Andari School,Badghis,1,1,2,Building,63.290959,34.995571
Qadis,04,31,تعمیر,3104062,Ziarat,Zeyarat Village,Badghis,1,1,2,Building,63.509224,34.788033
Qadis,04,31,تعمیر,3104072,Shuraab-E- Balla,Shuraab-E- Balla Village Mosque,Badghis,1,1,2,Building,63.442675,34.922664
Qadis,04,31,قریه,3104084,Darra-E- Bom,Darra-E-Bom District Building,Badghis,1,2,3,Village,63.463985,35.087348
Jawand,06,31,تعمیر,3106102,Tagab Beest,Tagab Beest Village,Badghis,1,1,2,Building,64.388034,34.913973
Jawand,06,31,قریه,3106114,Shur Aabak,Shur Aabak Mosque,Badghis,1,1,2,Village,64.394887,34.731863
Jawand,06,31,تعمیر,3106179,Dahan Daramullah Yar,Dahan Daramullah Yar Mosque,Badghis,1,1,2,Building,64.665444,34.788425
Ghormach,07,31,قریه,3107133,Ghorband,Ghorband Village Mosque,Badghis,1,1,2,Village,63.810060,35.591478
Ghormach,07,31,تعمیر,3107134,Shur Gul Khan,Shur Gul Khan Village Mosque,Badghis,1,1,2,Building,63.745950,35.772676
Ghormach,07,31,قریه,3107144,Kabulzai,Kabulzai,Badghis,1,1,2,Village,63.713365,35.793338
Herat,01,32,تعمیر,3201010,D05 - Nahia 5,Mehri High School,Herat,5,4,9,Building,62.189654,34.351205
Herat,01,32,قریه,3201020,D10 - Nahia 10,Mojtameh Khwaharan,Herat,5,0,5,Village,62.190444,34.347181
Herat,01,32,تعمیر,3201031,D10 - Nahia 10,Seefi High School,Herat,6,5,11,Building,62.187018,34.330158
Herat,01,32,تعمیر,3201433,Guzara District Inside Of Airport,Shahrak-E-Sanhati,Herat,0,5,5,Building,62.219265,34.211598
Enjil,02,32,تعمیر,3202044,Naween Ulya Village,Khalifa Saheb Nawin,Herat,1,1,2,Building,62.260271,34.287961
Enjil,02,32,تعمیر,3202054,Sofiyan Village,Sofiyan Primary School,Herat,1,2,3,Building,62.089300,34.336160
Enjil,02,32,تعمیر,3202055,Parwana Village,Parwana Secondary School,Herat,1,1,2,Building,62.208902,34.504419
Enjil,02,32,تعمیر,3202065,Srorestan Village,Srorestan Secondary School,Herat,1,2,3,Building,62.226371,34.311003
Guzara,03,32,تعمیر,3203092,Goshmeer Village,Shamsudeen-E-Kort High School,Herat,1,2,3,Building,62.158710,34.268279
Guzara,03,32,تعمیر,3203103,Tangharshan Village,Tangharshan Scondary School,Herat,1,1,2,Building,62.122619,34.250411
Guzara,03,32,تعمیر,3203114,Pusht-E- Koh Mulla Yasin,Pusht-E- Koh Mullah Yasin Secondary School,Herat,1,1,2,Building,62.134585,34.098230
Karrukh,04,32,تعمیر,3204153,Ali Abad,Ali Abad School,Herat,1,2,3,Building,62.481166,34.503524
Zendajan,05,32,قریه,3205267,Chashma-E- Ghori,Chashma-E- Ghori New Buiding,Herat,1,1,2,Village,61.942472,34.495816
Nad Ali,02,30,قریه,3002068,Loy Maanda,Primary School,Helmand,0,4,4,Village,63.902302,31.796641
Lashkargah,01,30,تعمیر,3001028,Babaji,Ibrahim Khan Private House,Helmand,2,2,4,Building,64.385827,31.712947
Lashkargah,01,30,تعمیر,3001027,Dolizo Village,Zor School Babaji,Helmand,2,2,4,Building,64.334418,31.666834
Lashkargah,01,30,تعمیر,3001017,Loy Karez,Nek Mohammad Private House,Helmand,1,3,4,Building,64.358083,31.531604
Lashkargah,01,30,تعمیر,3001016,Safiyan,Kharoto Mosque,Helmand,3,3,6,Building,64.377511,31.579517
Lashkargah,01,30,تعمیر,3001005,D02 - Nahia 2,Boys High School,Helmand,0,6,6,Building,64.365006,31.584213
Andkhoy,13,29,تعمیر,2913189,Akhta Chi Payan,Rahmatullah Shaheed Secondary School,Faryab,2,3,5,Building,65.120898,36.904207
Qurghan,12,29,تعمیر,2912196,Mir Abad,Haji Laar Mosque,Faryab,1,2,3,Building,65.081918,36.876180
Qaram Qul,11,29,قریه,2911172,Sarband,Sarband Secondary School,Faryab,1,1,2,Village,65.031447,36.824192
Qaram Qul,11,29,تعمیر,2911171,Markaz Qaramqol,Qaramqol District Building,Faryab,2,2,4,Building,65.063162,36.863954
Kohistan,10,29,تعمیر,2910114,Dahendara,Dahendara School,Faryab,1,1,2,Building,64.561176,35.353345
Dawlat Abad,09,29,تعمیر,2909162,Topkhana Qala,Topkhana Qala Girls School,Faryab,2,3,5,Building,64.913609,36.374099
Gurziwan,08,29,تعمیر,2908130,Sarchakan,Sarchakan Mosque,Faryab,2,2,4,Building,65.222541,35.712943
Qaisar,07,29,تعمیر,2907111,Kohi,Kohi School,Faryab,1,2,3,Building,64.310471,35.701115
Qaisar,07,29,تعمیر,2907100,Bori,Bori Boys Secondary School,Faryab,1,2,3,Building,64.262138,35.677248
Qaisar,07,29,تعمیر,2907089,Yaka Bagh,Yaka Bagh School,Faryab,1,1,2,Building,64.092997,35.652810
Shirin Tagab,06,29,قریه,2906156,Koh Sayad Village,Koh Sayad Mosque,Faryab,2,2,4,Village,64.857535,36.264430
Shirin Tagab,06,29,تعمیر,2906147,Gulzar Village,Gulzar Mosque,Faryab,1,2,3,Building,64.873938,36.187507
Bil Chiragh,05,29,قریه,2905136,Kamrak Aaq Balaq,Kamrak Aaq Balaq Mosque,Faryab,1,2,3,Village,65.268230,35.948005
Almar,04,29,تعمیر,2904070,Khudaimat Village,Khudaimat Village Mosque,Faryab,1,1,2,Building,64.554928,35.868239
Khwaja Sabz Posh-E-Wali,03,29,تعمیر,2903059,Sahrayee Qala,Sahrayee Qala Boys Secondary School,Faryab,2,2,4,Building,64.842714,36.101960
Pashtun Kot,02,29,قریه,2902053,Qala-E-Niyaz Beg,Qala-E-Niyaz Beg School,Faryab,1,1,2,Village,64.919731,35.724970
Pashtun Kot,02,29,قریه,2902042,Bato Jan,Bato Jan Mosque,Faryab,1,1,2,Village,64.812287,35.725419
Pashtun Kot,02,29,قریه,2902032,Bocha,Bocha School,Faryab,1,1,2,Village,64.932979,35.866341
Maimana,01,29,تعمیر,2901012,D03 - Nahia 3,Aziza Shaheed Number 3 Girls High School,Faryab,4,0,4,Building,64.774256,35.924918
Maimana,01,29,تعمیر,2901001,D03 - Nahia 3,Arab Khana High School,Faryab,2,4,6,Building,64.777991,35.920066
Darzab,11,28,تعمیر,2811100,Bito Village,Bito School,Jawzjan,1,2,3,Building,65.375508,35.967009
Pashtun Zarghun,06,32,تعمیر,3206120,Dogh Abad Village,Dogh Abad Mosque,Herat,1,2,3,Building,62.669743,34.233709
Pashtun Zarghun,06,32,تعمیر,3206132,Buka Village,Buka School,Herat,1,2,3,Building,62.463154,34.253188
Pashtun Zarghun,06,32,قریه,3206133,Cheorshi Village,Cheorshi Mosque,Herat,0,2,2,Village,62.867329,34.226813
Pashtun Zarghun,06,32,تعمیر,3206141,Goshak Village,Gushak Mosque,Herat,1,1,2,Building,62.661378,34.292690
Kushk (Rubat-E-Sangi),07,32,تعمیر,3207166,Markaz-E-Kashak Rubat  Sang Duowm,Kashak Rubat Sangi Duowm Girls High School,Herat,3,1,4,Building,62.136105,34.797162
Kushk (Rubat-E-Sangi),07,32,تعمیر,3207174,Deh Zuri Duowm Village,Doghi School,Herat,2,0,2,Building,62.163562,34.899088
Kushk (Rubat-E-Sangi),07,32,تعمیر,3207184,Khalawakha-E-Ulya And Sufla Village,Khalawakha School,Herat,1,2,3,Building,62.236361,35.045833
Kushk (Rubat-E-Sangi),07,32,تعمیر,3207193,Chehl Dokhtar Ulya,Tamer Hamam Chel Dukhtar Awal,Herat,0,2,2,Building,62.303642,35.120158
Gulran,08,32,تعمیر,3208199,Nehrab,Nehrab Mosque,Herat,1,2,3,Building,61.522597,35.105072
Gulran,08,32,قریه,3208210,Tootechi,Tootchi Primary School,Herat,3,2,5,Village,61.929441,34.995707
Gulran,08,32,قریه,3208222,Sang-E- Kotal-E- Afzal Village,Sang-E -Kotal-E- Afzal Mosque,Herat,1,2,3,Village,61.916055,34.783930
Adraskan,09,32,قریه,3209277,Ghori Village,Ghori Mosque,Herat,1,1,2,Village,62.515060,33.655921
Adraskan,09,32,تعمیر,3209278,Mir Ali Village,Mir Ali Scondary School,Herat,1,1,2,Building,62.250507,33.771205
Adraskan,09,32,تعمیر,3209289,Zuhrak Village,Zuhrak Mosque,Herat,2,1,3,Building,62.517521,33.674388
Adraskan,09,32,قریه,3209460,Deh Khar,Deh Khar Mosque,Herat,1,2,3,Village,62.652306,33.540188
Kushk-E-Kuhna,10,32,تعمیر,3210411,Sharsharah Village,Sharsharah Village Mosque,Herat,1,1,2,Building,62.523220,34.696952
Kushk-E-Kuhna,10,32,تعمیر,3210421,Galla Chaghar Village,Galla Chaghar Mardana- Mosque,Herat,0,2,2,Building,62.779966,34.747566
Ghoryan,11,32,تعمیر,3211252,Sabool Village,Sabool  Mosque,Herat,1,2,3,Building,61.527893,34.417396
Obe,12,32,قریه,3212380,Rubat-E- Akhond Village,Rubat-E- Akhuod Boys School,Herat,0,2,2,Village,62.965517,34.272367
Kohsan,13,32,تعمیر,3213230,Markaz-E-Kahsan,Kahsan High School,Herat,3,4,7,Building,61.199863,34.658042
Kohsan,13,32,تعمیر,3213240,Takhum Village,Tukhum Village Mosque,Herat,1,2,3,Building,61.156356,34.666533
Kohsan,13,32,قریه,3213241,Chah-E-Sangi/ Aab-E- Mazar,Aab-E- Mazar Mosque,Herat,1,1,2,Village,61.537735,34.957898
Shindand,14,32,تعمیر,3214302,Qandiz Duowm,Qandiz Qademi Duowm Mosque,Herat,1,1,2,Building,62.137695,33.309872
Shindand,14,32,قریه,3214312,Sardashti-E-Kah,Sardasht-E- Kah School,Herat,1,1,2,Village,61.963715,33.292850
Shindand,14,32,تعمیر,3214324,Aziz Abad,Madressa Aziz Abad,Herat,1,3,4,Building,62.320155,33.338639
Shindand,14,32,قریه,3214334,Shahr Abad Seowm,Bakht Abad Mosque,Herat,1,2,3,Village,62.170398,33.213445
Shindand,14,32,قریه,3214346,Qabre Mir,Koh-E- Zoor Qabre Mir Mosque,Herat,1,2,3,Village,63.039780,33.241389
Fersi,15,32,قریه,3215353,Tik Village,Tik Secondary School,Herat,1,2,3,Village,63.444475,33.848212
Chisht-E-Sharif,16,32,تعمیر,3216389,Chasht-E- Sharif Center,Asadullah-E-Chashti School,Herat,1,2,3,Building,63.737948,34.336189
Chisht-E-Sharif,16,32,قریه,3216399,Dar Takht Village,Dara Takht Clinic,Herat,1,2,3,Village,64.050490,34.365118
Farah,01,33,تعمیر,3301004,Qala-E-Behbod,Qala-E-Behbod Mosque,Farah,2,2,4,Building,62.110076,32.403007
Farah,01,33,تعمیر,3301005,Chahar Burjak,Mosque,Farah,2,2,4,Building,62.131174,32.388389
Farah,01,33,تعمیر,3301028,Dehak Kalan,Boys High School,Farah,1,3,4,Building,62.167913,32.446461
Pushtrud,02,33,قریه,3302232,Aab Sorakh,Aab Sorakh Mosque,Farah,1,1,2,Village,62.060854,32.505396
Qala-E-Kah,04,33,تعمیر,3304075,Rubat,Rubat  Mosque,Farah,1,1,2,Building,61.075095,32.460010
Shib Koh,05,33,تعمیر,3305086,Dehzak,Dehzak Primary School,Farah,1,1,2,Building,61.562870,32.156759
Bala Buluk,06,33,تعمیر,3306128,Ganj Abad,Ganj Abad Primary School,Farah,1,1,2,Building,62.458131,32.631724
Anar Dara,07,33,تعمیر,3307065,Kalata Mulla Haidar,Kalata Mulla Haidar Primary School,Farah,1,1,2,Building,61.649479,32.799539
Lash-E-Juwayn,09,33,قریه,3309101,Khair Abad,Khair Abad Mosque,Farah,1,1,2,Village,61.514479,31.571499
Pur Chaman,11,33,تعمیر,3311193,Wasp,Wasp Mosque,Farah,1,1,2,Building,64.160789,33.164766
Pur Chaman,11,33,تعمیر,3311205,Kamarak Bala,Kamarak Bala Mosque,Farah,1,1,2,Building,63.755556,33.188889
Pur Chaman,11,33,تعمیر,3311216,Kalwesht,Kalwesht Mosque,Farah,1,1,2,Building,63.300604,32.965284
Zaranj,01,34,تعمیر,3401008,Zaranj,Camp Hendi Ha,Nimroz,2,3,5,Building,61.893714,30.964857
Kang,02,34,تعمیر,3402011,Makaki,Makaki School,Nimroz,1,1,2,Building,61.815534,31.113344
Asl-E-Chakhansur,03,34,تعمیر,3403035,Dasht,Dasht-E-Masoom Khan,Nimroz,1,1,2,Building,62.049253,31.185010
Asl-E-Chakhansur,03,34,تعمیر,3403036,Sar Gaz,Sar Gaz School,Nimroz,1,1,2,Building,62.023359,31.168084
Khashrod,05,34,قریه,3405043,Pusht Hassan Village,Pusht Hassan Village Mosque,Nimroz,1,1,2,Village,62.936622,31.661807
Delaram,06,34,تعمیر,3406054,Shelagi,Shelagi,Nimroz,1,2,3,Building,63.425884,32.158163
Delaram,06,34,قریه,3406055,Kech Star,Kech Star,Nimroz,1,1,2,Village,63.496095,32.170419
Chaparhar,04,06,تعمیر,0604124,Sangina,Sangina School,Nangarhar,1,1,2,Building,70.329671,34.236359
Chaparhar,04,06,قریه,0604125,Speen Mosque Camps,Speen Mosque,Nangarhar,1,1,2,Village,70.406725,34.231381
Deh Yak,05,11,قریه,1105059,Laghawat,Laghawat School,Ghazni,1,2,3,Village,68.536257,33.461318
Sar Rawza,05,12,تعمیر,1205080,Parraaw,Parraaw Mosque,Paktika,2,0,2,Building,69.030812,33.069902
Jani Khel,09,12,ولسوالی,1209114,Shadi Khel,Sadi Khel Village Mosque,Paktika,2,0,2,District,68.515707,32.581154
Sayyid Karam,06,13,قریه,1306024,Khandh Khel,Khandh Khel School,Paktya,3,0,3,Village,69.417496,33.704058
Kabul-D01,01,01,تعمیر,0101002,Shur Bazar,Molla Muhmod Mosque,Kabul,2,3,5,Building,69.184424,34.510149
Kabul-D06,01,01,تعمیر,0101119,6Th Nahia Center,6Th Nahia Center,Kabul,2,3,5,Building,69.136349,34.503076
Kabul-D08,01,01,تعمیر,0101156,"Shah Shaheed, First Road",Ustad Betab High School,Kabul,3,3,6,Building,69.201362,34.513796
Kabul-D08,01,01,تعمیر,0101175,"New 60 Meter Road, Rahman Mina",Usman Ghani Mosque,Kabul,1,3,4,Building,69.214749,34.505827
Kabul-D13,01,01,تعمیر,0101261,Deh Qabil Village,Sajadi Mosque,Kabul,1,2,3,Building,69.093810,34.497374
Kabul-D15,01,01,تعمیر,0101297,Khwaja Bughra,Kheder Mosque,Kabul,3,3,6,Building,69.160090,34.572304
Kabul-D21,01,01,تعمیر,0101331,"Nahia 21, Proja",Haji Satar Khan Shah Mohammad Khel Mosque,Kabul,3,3,6,Building,69.365987,34.543906
Khak-E-Jabar,09,01,تعمیر,0109447,Khurd Kabul,Khurd Kabul Mosque,Kabul,1,1,2,Building,69.384495,34.386197
Surubi,15,01,تعمیر,0115478,Jegdalak,Jegdalak School,Kabul,1,1,2,Building,69.764194,34.439165
Charikar,01,03,تعمیر,0301029,Deh Mula Yousuf,Deh Molla Yousuf Mosque,Parwan,1,1,2,Building,69.202995,35.032036
Sayid Khial,04,03,تعمیر,0304039,Saded Khel Bazar,Darul Hifaaz Said Khel,Parwan,1,2,3,Building,69.252916,35.083517
Sayyd Abad,05,04,قریه,0405129,Kurbat Baghak,Private House,Wardak,1,1,2,Village,68.484968,33.726448
Hissa-E-Awali Bihsud,07,04,تعمیر,0407025,Qala-E-Sayed Temor,Qala-E-Sayed Temor School,Wardak,1,1,2,Building,68.159122,34.311306
Behsud,02,06,تعمیر,0602069,Farm Hada,Wazir Mohammad Gul Khan High School,Nangarhar,2,4,6,Building,70.433961,34.397565
Surkh Rud,03,06,قریه,0603092,Koz Kakrak,Koz Kakrak School,Nangarhar,1,2,3,Village,70.164063,34.383043
Chaparhar,04,06,قریه,0604116,Kandibagh Badol Village,Aama Dera (Baghcha),Nangarhar,1,2,3,Village,70.392920,34.288892
Kama,05,06,تعمیر,0605150,Qala-E- Akhund,Wakel Bagh,Nangarhar,2,0,2,Building,70.580774,34.414724
Kuz Kunar,06,06,قریه,0606186,Loy Kalay,Loy Kalay Mosque,Nangarhar,0,2,2,Village,70.614190,34.605291
Kuz Kunar,06,06,تعمیر,0606209,Kohna Deh,Mosque,Nangarhar,1,1,2,Building,70.571347,34.576152
Rodat,07,06,قریه,0607145,Kadee,Kadee Mosque,Nangarhar,0,2,2,Village,70.512452,34.238669
Khugyani,08,06,تعمیر,0608295,Memla,Ghulam Haidar Khan High School,Nangarhar,1,2,3,Building,70.100303,34.286353
Deh Bala,10,06,تعمیر,0610335,Gorgoray,Gorgoray Loy Mosque,Nangarhar,0,2,2,Building,70.403738,34.103612
Achin,15,06,ولسوالی,0615373,Zaree Khola Village,Zaree Khola,Nangarhar,2,0,2,District,70.702055,34.111941
Lalpoor,18,06,تعمیر,0618504,Gul Daag Village,Gul Daag Village,Nangarhar,2,3,5,Building,70.962366,34.268183
Sher Zad,19,06,قریه,0619240,Khada Khel,Khada Khel Maidany,Nangarhar,2,0,2,Village,70.046429,34.207103
Hesarak,21,06,قریه,0621252,Siya Aab,Siya Aab School,Nangarhar,0,2,2,Village,69.831090,34.279075
Dur Baba,22,06,قریه,0622412,Sra Gata,Sra Gata Secondary School,Nangarhar,1,2,3,Village,70.964799,34.075278
Dawlat Shah,05,07,قریه,0705112,Gandomak,Gamndok Mosque,Laghman,1,1,2,Village,69.893782,34.996397
Bazarak,01,08,تعمیر,0801006,Khan Khez,Khan Khez Mosque,Panjshir,1,2,3,Building,69.498582,35.293284
Darah,03,08,قریه,0803062,Pojawa,Deh Pojawa Old Mosque,Panjshir,1,2,3,Village,69.639645,35.320647
Paryan,07,08,قریه,0807076,Kalkoa,Kalkoa Mosque,Panjshir,1,1,2,Village,70.083053,35.687954
Pul-E-Khumri,01,09,تعمیر,0901040,Aka Khel Village,Aka Khel Mosque Garden,Baghlan,1,2,3,Building,68.659289,36.043347
Dahana-E-Ghuri,02,09,تعمیر,0902087,Tajikha Dahana Bala,Tajikaha Dahana Bala School,Baghlan,1,1,2,Building,68.466449,35.900473
Baglan-E-Jadeed,05,09,تعمیر,0905054,Road 11,Meya Gul Shahid Secondary School,Baghlan,1,1,2,Building,68.738507,36.132770
Andarab,07,09,تعمیر,0907125,Kaftar Khana Village,Kafter Khana High School,Baghlan,1,2,3,Building,69.139466,35.626971
Jalga,09,09,تعمیر,0909199,Yarm Sufla,Yarm Sufla Madrassa,Baghlan,1,1,2,Building,69.251717,35.926606
Bamyan,01,10,تعمیر,1001017,Jeem Qala-E-Petaw,Monbar Jeem Qala,Bamyan,1,2,3,Building,67.532532,34.854982
Kahmard,04,10,تعمیر,1004062,Chokri Dara,Chokri Dara Mosque,Bamyan,1,1,2,Building,67.891935,35.383499
Panjab,06,10,تعمیر,1006102,Kaf Qol,Kaf Qol Mosque,Bamyan,1,2,3,Building,67.214632,34.478428
Waras,07,10,تعمیر,1007124,Qala-E-Sokhta,Qala-E-Sokhta Mosque,Bamyan,1,2,3,Building,66.771066,34.299763
Waras,07,10,تعمیر,1007146,Dewan,Dewan Mosque,Bamyan,1,1,2,Building,67.181212,34.067070
Ghazni,01,11,قریه,1101054,Qala-E-Kuchi,Haji Alakh Mosque,Ghazni,2,1,3,Village,68.362040,33.544197
Jaghatu,06,11,تعمیر,1106107,Qabaq Jay Village,Qoul Asel Old School,Ghazni,2,1,3,Building,68.011607,33.521499
Rashidan,09,11,قریه,1109093,Laghari Village,Laghari Village Mosque,Ghazni,1,2,3,Village,68.150174,33.676028
Muqur,15,11,تعمیر,1115367,Ahamd Khel Village,Ahamd Khel Village Mosque,Ghazni,1,1,2,Building,67.779253,32.767380
Gelan,17,11,قریه,1117395,Bangish Village,Bangish Village Mosque,Ghazni,1,1,2,Village,67.469481,32.878901
Zarghun Shahr,07,12,تعمیر,1207095,Mohammad Hassan,Mohammad Hassan Mosque,Paktika,0,2,2,Building,68.471249,32.809798
Gomal,08,12,قریه,1208130,Amovaz,Saroki Guest House,Paktika,3,0,3,Village,69.000231,32.308755
Wazakhwah,17,12,تعمیر,1217300,District Center,District Center Primary School,Paktika,0,2,2,Building,68.363697,32.195238
Sayyid Karam,06,13,تعمیر,1306038,Kalgar,Kalgar Madrassa,Paktya,0,2,2,Building,69.458691,33.680711
Jaji Aryob,07,13,قریه,1307077,Kotkai,Kotkai Mosque,Paktya,1,3,4,Village,69.837886,33.977932
Khost,01,14,تعمیر,1401010,Shamal Mardi Khel,Old Mosque,Khost,1,1,2,Building,69.897920,33.312454
Manduzay,02,14,تعمیر,1402084,Meta Khan Village,Meta Khan High School,Khost,1,1,2,Building,69.766564,33.301861
Gurbuz,03,14,قریه,1403174,Ghazi Abad Village,Mister Bill Ghazi Abad Mosque,Khost,2,2,4,Village,70.011180,33.236315
Sabari,07,14,قریه,1407166,Korro Village,Korro Village Mosque,Khost,1,2,3,Village,70.051133,33.481081
Jaji Maidan,13,14,تعمیر,1413103,Moghul Khel,Moghul Khel Mosque,Khost,1,2,3,Building,70.120902,33.623159
Dara-E-Pech,07,15,قریه,1507019,Kandagal,Kandagal Village Mosque,Kunar,1,2,3,Village,70.954194,34.939678
Sawkai,09,15,قریه,1509093,Tarnab,Tarnab Village School,Kunar,1,3,4,Village,70.903506,34.704833
Nari,15,15,قریه,1515108,Khanano Kas,Police Station,Kunar,1,3,4,Village,71.530621,35.270690
Mandol,07,16,قریه,1607053,Jana Khel,Jana Khel Mosque,Nooristan,1,1,2,Village,70.241191,35.357825
Argo,02,17,تعمیر,1702047,Qadam,Qadam School,Badakhshan,1,2,3,Building,70.227687,37.085517
Baharak,06,17,تعمیر,1706104,Chabchi Yardar,Chabchi Yardar School,Badakhshan,1,1,2,Building,70.880402,36.982968
Kohistan,08,17,تعمیر,1708122,Maidan Payan,Muragh High School,Badakhshan,1,1,2,Building,70.676206,37.418178
Kishm,15,17,تعمیر,1715150,Hawz Shahr,Mashhad Girls School,Badakhshan,1,3,4,Building,70.100852,36.818049
Wardooj,16,17,تعمیر,1716099,Kazdah,Kazdah High School,Badakhshan,1,1,2,Building,71.144968,36.635295
Shighnan,19,17,تعمیر,1719214,Sar Chashma,Sar Chashma High School,Badakhshan,1,3,4,Building,71.498530,37.578430
Wakhan,28,17,تعمیر,1728210,Nesht Khor,Nesht Khor Secondary School,Badakhshan,1,1,2,Building,73.264874,37.000143
Taluqan,01,18,تعمیر,1801020,Abdaal,Sayed Naser High School,Takhar,1,2,3,Building,69.458641,36.750822
Namak Ab,06,18,تعمیر,1806081,Bag Qazi,Bagh Qazi Primary School,Takhar,2,2,4,Building,69.722065,36.526631
Dasht-E-Qala,12,18,تعمیر,1812173,Sareegh,Sareegh High School,Takhar,1,2,3,Building,69.477000,37.089610
Kunduz,01,19,تعمیر,1901036,Bolak Awal,Bolak Awal Secondary School,Kunduz,1,3,4,Building,68.920834,36.682027
Khan Abad,04,19,تعمیر,1904149,Shorab Village,Musa Zai School,Kunduz,1,1,2,Building,69.039922,36.576340
Hazrat-E-Sultan,02,20,تعمیر,2002021,Qosh Bara Village,Qosh Bara Secondary School,Samangan,1,2,3,Building,67.946166,36.480709
Dara-E-Soof-E-Payin,06,20,تعمیر,2006050,District Compound,Dehi Boys School,Samangan,2,4,6,Building,67.267992,35.958611
Dara-E-Soof-E-Bala,07,20,تعمیر,2007035,Zeraki Village,Zeraki Girls School,Samangan,1,2,3,Building,67.285582,35.805780
Mazar-E-Sharif,01,21,تعمیر,2101006,D02 - Nahia 2,Gawhar Shad Begum High School,Balkh,2,3,5,Building,67.088916,36.712409
Mazar-E-Sharif,01,21,تعمیر,2101026,D06 - Nahia 6 Guzar Qasabha,Agriculture High School,Balkh,1,1,2,Building,67.126808,36.709511
Balkh,06,21,تعمیر,2106166,Shenkay Village,Char Bagh Gulshan School,Balkh,1,2,3,Building,66.856324,36.752194
Khulm,10,21,تعمیر,2110082,Teba Shekhi Afghania (Laghmani),Nahid Shaheed School,Balkh,2,1,3,Building,67.704650,36.718933
Zari,15,21,تعمیر,2115305,Boland Areegh Village,Elaqya Girls School,Balkh,2,2,4,Building,66.677161,35.947149
Kohistanat,03,22,تعمیر,2203061,Jarghan,Jarghan High School,Sar-E-Pul,2,3,5,Building,65.940552,35.913481
